2017 NAICS Code,2017 NAICS Title,GHG,Unit,Supply Chain Emission Factors without Margins,Margins of Supply Chain Emission Factors,Supply Chain Emission Factors with Margins,Reference USEEIO Code,,,,,
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",561491,0.111
,,,,,,,,,,Research and Development in Biotechnology (except Nanobiotechnology),541714,0.156
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",541714,0.156
,,,,,,,,,,Research and Development in Nanotechnology,541713,0.156
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",541713,0.156
,,,,,,,,,,"Research and Development in the Physical, Engineering, and Life Sciences (except Nanotechnology and Biotechnology)",541715,0.156
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",541715,0.156
,,,,,,,,,,Research and Development in the Social Sciences and Humanities,541720,0.156
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",541720,0.156
,,,,,,,,,,Residential Electric Lighting Fixture Manufacturing,335121,0.138
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",335121,0.138
,,,,,,,,,,Residential Intellectual and Developmental Disability Facilities,623210,0.129
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",623210,0.129
,,,,,,,,,,Residential Mental Health and Substance Abuse Facilities,623220,0.129
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",623220,0.129
,,,,,,,,,,Residential Property Managers,531311,0.246
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",531311,0.246
,,,,,,,,,,Residential Remodelers,236118,0.211
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",236118,0.211
,,,,,,,,,,Retail Bakeries,311811,0.213
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",311811,0.213
,,,,,,,,,,Reupholstery and Furniture Repair,811420,0.113
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",811420,0.113
,,,,,,,,,,Rice Farming,111160,0.809
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",111160,0.809
,,,,,,,,,,Rice Milling,311212,0.732
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",311212,0.732
,,,,,,,,,,Roasted Nuts and Peanut Butter Manufacturing,311911,0.329
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",311911,0.329
,,,,,,,,,,Rolled Steel Shape Manufacturing,331221,0.343
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",331221,0.343
,,,,,,,,,,Rolling Mill and Other Metalworking Machinery Manufacturing,333519,0.184
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",333519,0.184
,,,,,,,,,,Roofing Contractors,238160,0.221
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",238160,0.221
,,,,,,,,,,"Roofing, Siding, and Insulation Material Merchant Wholesalers",423330,0.108
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",423330,0.108
,,,,,,,,,,"Rooming and Boarding Houses, Dormitories, and Workers' Camps",721310,0.145
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",721310,0.145
,,,,,,,,,,"Rope, Cordage, Twine, Tire Cord, and Tire Fabric Mills",314994,0.197
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",314994,0.197
,,,,,,,,,,Rubber and Plastics Hoses and Belting Manufacturing,326220,0.281
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",326220,0.281
,,,,,,,,,,Rubber Product Manufacturing for Mechanical Use,326291,0.313
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",326291,0.313
,,,,,,,,,,RV (Recreational Vehicle) Parks and Campgrounds,721211,0.145
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",721211,0.145
,,,,,,,,,,Sales Financing,522220,0.072
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",522220,0.072
,,,,,,,,,,Sanitary Paper Product Manufacturing,322291,0.275
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",322291,0.275
,,,,,,,,,,Satellite Telecommunications,517410,0.078
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",517410,0.078
,,,,,,,,,,Savings Institutions,522120,0.059
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",522120,0.059
,,,,,,,,,,Saw Blade and Handtool Manufacturing,332216,0.174
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",332216,0.174
,,,,,,,,,,"Sawmill, Woodworking, and Paper Machinery Manufacturing",333243,0.166
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",333243,0.166
,,,,,,,,,,Sawmills,321113,0.227
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",321113,0.227
,,,,,,,,,,Scale and Balance Manufacturing,333997,0.228
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",333997,0.228
,,,,,,,,,,"Scenic and Sightseeing Transportation, Land",487110,0.162
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",487110,0.162
,,,,,,,,,,"Scenic and Sightseeing Transportation, Other",487990,0.162
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",487990,0.162
,,,,,,,,,,"Scenic and Sightseeing Transportation, Water",487210,0.162
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",487210,0.162
,,,,,,,,,,Scheduled Freight Air Transportation,481112,0.644
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",481112,0.644
,,,,,,,,,,Scheduled Passenger Air Transportation,481111,0.644
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",481111,0.644
,,,,,,,,,,School and Employee Bus Transportation,485410,0.566
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",485410,0.566
,,,,,,,,,,Seafood Product Preparation and Packaging,311710,0.239
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",311710,0.239
,,,,,,,,,,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing",334511,0.052
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",334511,0.052
,,,,,,,,,,Secondary Market Financing,522294,0.072
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",522294,0.072
,,,,,,,,,,"Secondary Smelting, Refining, and Alloying of Nonferrous Metal (except Copper and Aluminum)",331492,0.414
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",331492,0.414
,,,,,,,,,,Securities and Commodity Exchanges,523210,0.043
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",523210,0.043
,,,,,,,,,,Securities Brokerage,523120,0.043
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",523120,0.043
,,,,,,,,,,Security Guards and Patrol Services,561612,0.074
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",561612,0.074
,,,,,,,,,,Security Systems Services (except Locksmiths),561621,0.074
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",561621,0.074
,,,,,,,,,,Semiconductor and Related Device Manufacturing,334413,0.188
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",334413,0.188
,,,,,,,,,,Semiconductor Machinery Manufacturing,333242,0.13
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",333242,0.13
,,,,,,,,,,Septic Tank and Related Services,562991,0.988
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",562991,0.988
,,,,,,,,,,Service Establishment Equipment and Supplies Merchant Wholesalers,423850,0.115
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",423850,0.115
,,,,,,,,,,Services for the Elderly and Persons with Disabilities,624120,0.118
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",624120,0.118
,,,,,,,,,,Sewage Treatment Facilities,221320,0.578
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",221320,0.578
,,,,,,,,,,"Sewing, Needlework, and Piece Goods Stores",451130,0.111
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",451130,0.111
,,,,,,,,,,Sheep Farming,112410,1.077
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",112410,1.077
,,,,,,,,,,Sheet Metal Work Manufacturing,332322,0.195
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",332322,0.195
,,,,,,,,,,Shellfish Farming,112512,1.077
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",112512,1.077
,,,,,,,,,,Shellfish Fishing,114112,0.127
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",114112,0.127
,,,,,,,,,,Ship Building and Repairing,336611,0.187
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",336611,0.187
,,,,,,,,,,Shoe Stores,448210,0.138
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",448210,0.138
,,,,,,,,,,Short Line Railroads,482112,0.466
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",482112,0.466
,,,,,,,,,,"Showcase, Partition, Shelving, and Locker Manufacturing",337215,0.206
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",337215,0.206
,,,,,,,,,,Siding Contractors,238170,0.221
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",238170,0.221
,,,,,,,,,,Sign Manufacturing,339950,0.187
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",339950,0.187
,,,,,,,,,,Silver Ore Mining,212222,0.54
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",212222,0.54
,,,,,,,,,,Site Preparation Contractors,238910,0.221
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",238910,0.221
,,,,,,,,,,Skiing Facilities,713920,0.235
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",713920,0.235
,,,,,,,,,,Small Arms Ammunition Manufacturing,332992,0.115
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",332992,0.115
,,,,,,,,,,"Small Arms, Ordnance, and Ordnance Accessories Manufacturing",332994,0.115
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",332994,0.115
,,,,,,,,,,Small Electrical Appliance Manufacturing,335210,0.106
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",335210,0.106
,,,,,,,,,,Snack and Nonalcoholic Beverage Bars,722515,0.132
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",722515,0.132
,,,,,,,,,,Soap and Other Detergent Manufacturing,325611,0.315
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",325611,0.315
,,,,,,,,,,Soft Drink Manufacturing,312111,0.173
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",312111,0.173
,,,,,,,,,,"Software and Other Prerecorded Compact Disc, Tape, and Record Reproducing",334614,0.043
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",334614,0.043
,,,,,,,,,,Software Publishers,511210,0.036
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",511210,0.036
,,,,,,,,,,Softwood Veneer and Plywood Manufacturing,321212,0.187
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",321212,0.187
,,,,,,,,,,"Soil Preparation, Planting, and Cultivating",115112,0.384
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",115112,0.384
,,,,,,,,,,Solid Waste Collection,562111,0.988
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",562111,0.988
,,,,,,,,,,Solid Waste Combustors and Incinerators,562213,0.988
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",562213,0.988
,,,,,,,,,,Solid Waste Landfill,562212,0.988
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",562212,0.988
,,,,,,,,,,Sound Recording Studios,512240,0.026
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",512240,0.026
,,,,,,,,,,Soybean and Other Oilseed Processing,311224,0.481
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",311224,0.481
,,,,,,,,,,Soybean Farming,111110,0.488
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",111110,0.488
,,,,,,,,,,"Special Die and Tool, Die Set, Jig, and Fixture Manufacturing",333514,0.184
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",333514,0.184
,,,,,,,,,,Special Needs Transportation,485991,0.566
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",485991,0.566
,,,,,,,,,,"Specialized Freight (except Used Goods) Trucking, Local",484220,0.595
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",484220,0.595
,,,,,,,,,,"Specialized Freight (except Used Goods) Trucking, Long-Distance",484230,0.595
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",484230,0.595
,,,,,,,,,,Specialty (except Psychiatric and Substance Abuse) Hospitals,622310,0.145
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",622310,0.145
,,,,,,,,,,Specialty Canning,311422,0.343
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",311422,0.343
,,,,,,,,,,"Speed Changer, Industrial High-Speed Drive, and Gear Manufacturing",333612,0.163
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",333612,0.163
,,,,,,,,,,Spice and Extract Manufacturing,311942,0.303
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",311942,0.303
,,,,,,,,,,Sporting and Athletic Goods Manufacturing,339920,0.104
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",339920,0.104
,,,,,,,,,,Sporting and Recreational Goods and Supplies Merchant Wholesalers,423910,0.108
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",423910,0.108
,,,,,,,,,,Sporting Goods Stores,451110,0.111
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",451110,0.111
,,,,,,,,,,Sports and Recreation Instruction,611620,0.108
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",611620,0.108
,,,,,,,,,,Sports Teams and Clubs,711211,0.067
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",711211,0.067
,,,,,,,,,,Spring Manufacturing,332613,0.219
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",332613,0.219
,,,,,,,,,,Stationery and Office Supplies Merchant Wholesalers,424120,0.144
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",424120,0.144
,,,,,,,,,,Stationery Product Manufacturing,322230,0.265
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",322230,0.265
,,,,,,,,,,Steam and Air-Conditioning Supply,221330,0.578
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",221330,0.578
,,,,,,,,,,Steel Foundries (except Investment),331513,0.349
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",331513,0.349
,,,,,,,,,,Steel Investment Foundries,331512,0.349
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",331512,0.349
,,,,,,,,,,Steel Wire Drawing,331222,0.343
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",331222,0.343
,,,,,,,,,,Storage Battery Manufacturing,335911,0.311
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",335911,0.311
,,,,,,,,,,Strawberry Farming,111333,0.429
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",111333,0.429
,,,,,,,,,,Structural Steel and Precast Concrete Contractors,238120,0.221
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",238120,0.221
,,,,,,,,,,Sugar Beet Farming,111991,0.703
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",111991,0.703
,,,,,,,,,,Sugarcane Farming,111930,0.703
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",111930,0.703
,,,,,,,,,,Supermarkets and Other Grocery (except Convenience) Stores,445110,0.186
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",445110,0.186
,,,,,,,,,,Support Activites for Printing,323120,0.214
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",323120,0.214
,,,,,,,,,,Support Activities for Animal Production,115210,0.384
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",115210,0.384
,,,,,,,,,,Support Activities for Coal Mining,213113,0.372
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",213113,0.372
,,,,,,,,,,Support Activities for Forestry,115310,0.384
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",115310,0.384
,,,,,,,,,,Support Activities for Metal Mining,213114,0.372
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",213114,0.372
,,,,,,,,,,Support Activities for Nonmetallic Minerals (except Fuels) Mining,213115,0.372
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",213115,0.372
,,,,,,,,,,Support Activities for Oil and Gas Operations,213112,0.372
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",213112,0.372
,,,,,,,,,,Support Activities for Rail Transportation,488210,0.162
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",488210,0.162
,,,,,,,,,,Surface Active Agent Manufacturing,325613,0.315
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",325613,0.315
,,,,,,,,,,Surgical and Medical Instrument Manufacturing,339112,0.119
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",339112,0.119
,,,,,,,,,,Surgical Appliance and Supplies Manufacturing,339113,0.096
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",339113,0.096
,,,,,,,,,,Surveying and Mapping (except Geophysical) Services,541370,0.103
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",541370,0.103
,,,,,,,,,,Switchgear and Switchboard Apparatus Manufacturing,335313,0.153
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",335313,0.153
,,,,,,,,,,Synthetic Dye and Pigment Manufacturing,325130,0.406
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",325130,0.406
,,,,,,,,,,Synthetic Rubber Manufacturing,325212,0.886
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",325212,0.886
,,,,,,,,,,Tax Preparation Services,541213,0.054
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",541213,0.054
,,,,,,,,,,Taxi Service,485310,0.566
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",485310,0.566
,,,,,,,,,,Telecommunications Resellers,517911,0.078
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",517911,0.078
,,,,,,,,,,Telemarketing Bureaus and Other Contact Centers,561422,0.111
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",561422,0.111
,,,,,,,,,,Telephone Answering Services,561421,0.111
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",561421,0.111
,,,,,,,,,,Telephone Apparatus Manufacturing,334210,0.051
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",334210,0.051
,,,,,,,,,,Teleproduction and Other Postproduction Services,512191,0.047
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",512191,0.047
,,,,,,,,,,Television Broadcasting,515120,0.079
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",515120,0.079
,,,,,,,,,,Temporary Help Services,561320,0.051
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",561320,0.051
,,,,,,,,,,Temporary Shelters,624221,0.217
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",624221,0.217
,,,,,,,,,,Testing Laboratories,541380,0.103
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",541380,0.103
,,,,,,,,,,Textile and Fabric Finishing Mills,313310,0.37
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",313310,0.37
,,,,,,,,,,Textile Bag and Canvas Mills,314910,0.197
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",314910,0.197
,,,,,,,,,,Theater Companies and Dinner Theaters,711110,0.086
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",711110,0.086
,,,,,,,,,,Third Party Administration of Insurance and Pension Funds,524292,0.029
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",524292,0.029
,,,,,,,,,,Tile and Terrazzo Contractors,238340,0.221
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",238340,0.221
,,,,,,,,,,Timber Tract Operations,113110,0.199
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",113110,0.199
,,,,,,,,,,Tire and Tube Merchant Wholesalers,423130,0.115
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",423130,0.115
,,,,,,,,,,Tire Dealers,441320,0.073
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",441320,0.073
,,,,,,,,,,Tire Manufacturing (except Retreading),326211,0.233
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",326211,0.233
,,,,,,,,,,Tire Retreading,326212,0.233
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",326212,0.233
,,,,,,,,,,Title Abstract and Settlement Offices,541191,0.041
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",541191,0.041
,,,,,,,,,,Tobacco and Tobacco Product Merchant Wholesalers,424940,0.144
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",424940,0.144
,,,,,,,,,,Tobacco Farming,111910,0.703
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",111910,0.703
,,,,,,,,,,Tobacco Manufacturing,312230,0.055
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",312230,0.055
,,,,,,,,,,Tobacco Stores,453991,0.111
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",453991,0.111
,,,,,,,,,,Toilet Preparation Manufacturing,325620,0.136
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",325620,0.136
,,,,,,,,,,Tortilla Manufacturing,311830,0.31
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",311830,0.31
,,,,,,,,,,Totalizing Fluid Meter and Counting Device Manufacturing,334514,0.063
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",334514,0.063
,,,,,,,,,,Tour Operators,561520,0.088
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",561520,0.088
,,,,,,,,,,Toy and Hobby Goods and Supplies Merchant Wholesalers,423920,0.108
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",423920,0.108
,,,,,,,,,,Translation and Interpretation Services,541930,0.08
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",541930,0.08
,,,,,,,,,,Transportation Equipment and Supplies (except Motor Vehicle) Merchant Wholesalers,423860,0.115
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",423860,0.115
,,,,,,,,,,Travel Agencies,561510,0.088
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",561510,0.088
,,,,,,,,,,Travel Trailer and Camper Manufacturing,336214,0.128
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",336214,0.128
,,,,,,,,,,Tree Nut Farming,111335,0.429
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",111335,0.429
,,,,,,,,,,Truck Trailer Manufacturing,336212,0.185
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",336212,0.185
,,,,,,,,,,"Truck, Utility Trailer, and RV (Recreational Vehicle) Rental and Leasing",532120,0.11
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",532120,0.11
,,,,,,,,,,Truss Manufacturing,321214,0.187
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",321214,0.187
,,,,,,,,,,"Trust, Fiduciary, and Custody Activities",523991,0.066
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",523991,0.066
,,,,,,,,,,"Trusts, Estates, and Agency Accounts",525920,0.218
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",525920,0.218
,,,,,,,,,,Turbine and Turbine Generator Set Units Manufacturing,333611,0.178
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",333611,0.178
,,,,,,,,,,Turkey Production,112330,0.407
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",112330,0.407
,,,,,,,,,,Unlaminated Plastics Film and Sheet (except Packaging) Manufacturing,326113,0.521
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",326113,0.521
,,,,,,,,,,Unlaminated Plastics Profile Shape Manufacturing,326121,0.332
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",326121,0.332
,,,,,,,,,,Upholstered Household Furniture Manufacturing,337121,0.133
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",337121,0.133
,,,,,,,,,,Uranium-Radium-Vanadium Ore Mining,212291,0.54
,,,,,,,,,,"kg CO2e/2022 USD, purchaser price",212291,0.54
